Sentence,Sentiment,Cleaned_Sentence,word_count,char_count,label_encoded
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,neutral,these module products will be available for trials during q and for volume deliveries during q,16,94,1
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,neutral,london afx fortum said it has agreed to sell its industrial maintenance service operations to funds managed by capman for an undisclosed sum,23,140,1
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,global banking news september tieto corporation and pohjola bank pink pojlf are to cooperate on swift services,17,110,2
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,negative,update dairy crest loses a third of morrisons milk contract,10,59,0
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,negative,deutsche bank downgraded starbucks co sbux,6,42,0
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,positive,eurochem cfo andrey ilyin said this facility marks another important step for eurochem in securing the long term financing necessary for our potash and other strategic projects,27,176,2
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",positive,finnish construction group yit has been awarded a contract to install heating air conditioning and cooling systems to the new head office of the automobile association adac in munich in germany,31,193,2
No financial details of the deployment were disclosed .,neutral,no financial details of the deployment were disclosed,8,53,1
"At some point , it will spread also to Iran and Iraq .",neutral,at some point it will spread also to iran and iraq,11,50,1
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,neutral,talvivaara is listed on the london stock exchange main market and nasdaq omx helsinki and is included in the ftse index,21,119,1
The sales price was not disclosed .,neutral,the sales price was not disclosed,6,33,1
The value of the total investment is about EUR 600mn .,neutral,the value of the total investment is about eur mn,10,49,1
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,neutral,the availability of the internet services is highlighted in the service offer of kesko s k group stores,18,103,1
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",neutral,the share capital of biotie therapies corp constitutes shares in the aggregate and the number of voting rights attached to the shares amounts to,24,144,1
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative,end of day scan stochastic overbought jdst free blrx lpg afsi dvax hdge aht alr asmb,16,84,0
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",neutral,alexandria va jan united states patent no issued on jan was assigned to kemira chemicals inc marietta ga,18,104,1
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,as part of the reorganization kauko telko ltd will be divided into telko ltd leipurin ltd hamina terminal services ltd and kaukomarkkinat ltd,23,141,1
"CompaniesNew Aggreko CEO to reshape business, strip costs",positive,companiesnew aggreko ceo to reshape business strip costs,8,56,2
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",neutral,germany s innovational centers are united in focusing at companies which aim at use of technologies and development of new kinds of activity through supporting the beginner companies with the entire spectrum of their services,35,225,1
AstraZeneca sells Caprelsa rights to Sanofi unit,positive,astrazeneca sells caprelsa rights to sanofi unit,7,48,2
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,negative,what stocks large players are selling crox gogo ino,9,51,0
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral,the carrier said its area travel agency is to sell most of its outlets to sister chain suomen matkatoimisto smt and use its remaining bricks and mortar presence to primarily target business customers going forward,35,213,1
EU regulator backs approval for GSK injectable asthma drug,positive,eu regulator backs approval for gsk injectable asthma drug,9,58,2
$AAPL 620 resistance area,neutral,aapl resistance area,3,20,1
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral,munich january bavaria industriekapital ag closed the acquisition of elcoteq communications technology gmbh in offenburg germany with the approval of the,21,153,1
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",neutral,technopolis st petersburg s telecommunications university and the russian support fund for legislative initiatives signed a protocol of intent in may of this year to set up a technopark in st petersburg on the base of the st petersburg telecommunications university,41,265,1
